Gene name	Human Protein Atlas ID	EntrezGene transcript name ID
OS9	CAB011518	
OS9	HPA013694	
OS9	11518	
OS9	13694	
OS9		
UGT1A3		
AATK		
B3GNTL1		
AATK		
AATK		
B3GNTL1		
AATK		
FABP6	CAB024713	
FABP6	HPA012601	
FABP6	12601	
FABP6	24713	
B3GNTL1		
PCSK6		
FABP6		
FABP6	CAB024713	
FABP6	HPA012601	
FABP6	12601	
FABP6	24713	
CYBC1	45696	
KCNAB2		
GALNT5	HPA008963	
GALNT5	HPA009035	
GALNT5	8963	
GALNT5	9035	
KCNAB2		
ABCA2		
KCNAB2	1975	
ABCA2		
KCNAB2		
CCDC144A	47220	
CCDC144A	47851	
KCNAB2		
KCNAB2	1975	
ABCA2		
ABCA2		
SNX12	70423	
CFAP46	HPA037786	
CFAP46	HPA038034	
CFAP46	HPA038867	
CFAP46	HPA038868	
CFAP46	37786	
CFAP46	38034	
CFAP46	38867	
CFAP46	38868	
KCNAB2	CAB001975	
KCNAB2	1975	
OVGP1	HPA062205	
OVGP1	62205	
KCNAB2	1975	
ABCA2		
CFAP46		
SNX12	70423	
CFAP46		
KCNAB2	1975	
ABCA2	42886	
SNX12	70423	
ABCA2	HPA042886	
ABCA2	42886	
KCNAB2	CAB001975	
KCNAB2	1975	
ABCA2	42886	
SNX12	70423	
PCSK6		
KCNAB2		
MOG	HPA021873	
CFAP46	HPA037786	
CFAP46	HPA038034	
CFAP46	HPA038867	
CFAP46	HPA038868	
KCNAB2		
KCNAB2	CAB001975	
KCNAB2	1975	
KCNAB2		
CCDC144A	22996	
CCDC144A	47220	
CCDC144A	47851	
KCNAB2		
TBCD		
TBCD		
KCNAB2		
KCNAB2		
NRF1		
CCDC144A	HPA022996	
CCDC144A	HPA047220	
CCDC144A	HPA047851	
CCDC144A	22996	
CCDC144A	47220	
CCDC144A	47851	
KCNAB2		
UGT1A10		
KCNAB2	CAB001975	
KCNAB2	1975	
SLC47A2		
UGT1A10		
KCNAB2		
CCDC144A		
CCDC144A	47851	
KCNAB2	CAB001975	
KCNAB2	1975	
KCNAB2	1975	
KCNAB2	CAB001975	
KCNAB2	1975	
KCNAB2		
PSMB3	HPA042775	
PSMB3	HPA048147	
CCDC144A	47220	
CCDC144A	47851	
KCNAB2	CAB001975	
KCNAB2	1975	
PSMB3		
KCNAB2		
KCNAB2		
PSMB3		
KCNAB2		
PSMB3		
AC098850.3		
NRF1	HPA029329	
NRF1	29329	
TTYH1	23617	
AFAP1L2	HPA037843	
AFAP1L2	37843	
NRF1	HPA029329	
NRF1	29329	
AFAP1L2	HPA037843	
AFAP1L2	37843	
NRF1	HPA029329	
NRF1	29329	
TBCD		
NRF1	HPA029329	
NRF1	29329	
TBCD		
PCNX1	HPA053532	
PCNX1	53532	
AFAP1L2		
NRF1	HPA029329	
NRF1	29329	
BANP		
PCNX1	HPA053532	
PCNX1	53532	
SLC47A2		
PCNX1	53532	
SLC47A2		
PCNX1		
SLC47A2		
IGHV3-64		
RETREG3		
TBCD		
SEC16B	HPA054292	
SEC16B	HPA072913	
SEC16B	54292	
SEC16B	72913	
TBCD		
PCNX1		
TBCD		
RFX1	HPA048722	
RFX1	48722	
RGS9	13550	
RGS9	14137	
MAP6	CAB015442	
MAP6	CAB022600	
MAP6	HPA039061	
MAP6	HPA039062	
MAP6	15442	
MAP6	22600	
MAP6	39061	
MAP6	39062	
MAP6	CAB015442	
MAP6	CAB022600	
MAP6	HPA039061	
MAP6	HPA039062	
MAP6	15442	
MAP6	22600	
MAP6	39061	
MAP6	39062	
SEC16B		
RGS9	13550	
RGS9	14137	
RGS9		
RFX1		
SEC16B	54292	
MAP6	CAB015442	
MAP6	CAB022600	
MAP6	HPA039061	
MAP6	HPA039062	
MAP6	15442	
MAP6	22600	
SEC16B		
PIP5K1A	HPA029366	
PIP5K1A	29366	
TTYH1	HPA023617	
TTYH1	HPA050655	
TTYH1	23617	
TTYH1	50655	
TTYH1	HPA023617	
TTYH1	HPA050655	
TTYH1	23617	
TTYH1	50655	
MOG	HPA021873	
TTYH1	23617	
MOG		
MOG		
RETREG3	HPA016492	
RETREG3	16492	
PIP5K1A	29366	
MOG	HPA021873	
TMEM242	HPA025764	
TMEM242	25764	
GSN	CAB010823	
GSN	CAB016728	
GSN	CAB036009	
GSN	HPA054026	
GSN	10823	
GSN	16728	
GSN	36009	
GSN	54026	
MUC1	36	
MUC1	1986	
MUC1	4179	
MUC1	8855	
MOG	HPA021873	
RETREG3	16492	
TMEM242	25764	
TTYH1		
RGS9	HPA013550	
RGS9	HPA014137	
RGS9	13550	
RGS9	14137	
RETREG3		
RGS9	HPA013550	
RGS9	HPA014137	
RGS9	13550	
RGS9	14137	
PIP5K1A	HPA029366	
PIP5K1A	29366	
MUC1	36	
MUC1	1986	
MUC1	7235	
GSN	10823	
GSN	16728	
GSN	36009	
MOG	HPA021873	
RETREG3		
MOG	HPA021873	
RETREG3		
PIP5K1A	HPA029366	
PIP5K1A	29366	
RETREG3		
MOG	HPA021873	
RETREG3		
GSG1L2	HPA059428	
GSG1L2	59428	
PIP5K1A		
HCN3	HPA026584	
RETREG3		
PIP5K1A	HPA029366	
PIP5K1A	29366	
ADRA1A	HPA029678	
ADRA1A	HPA029679	
ADRA1A	29678	
PIP5K1A		
ADRA1A	HPA029678	
ADRA1A	HPA029679	
PIP5K1A		
ADRA1A	HPA029678	
ADRA1A	HPA029679	
ADRA1A	29678	
DHRS7C		
MOG	HPA021873	
ADRA1A	HPA029678	
ADRA1A	HPA029679	
MUC1	36	
MUC1	1986	
ADRA1A	29678	
ADRA1A	HPA029678	
ADRA1A	HPA029679	
ADRA1A	29678	
SCD5	HPA042380	
NREP	HPA000545	
NREP	545	
ADRA1A	HPA029678	
ADRA1A	HPA029679	
ADRA1A	29678	
ADRA1A	29679	
SCD5	HPA042380	
SCD5	42380	
ADRA1A	HPA029678	
ADRA1A	HPA029679	
ADRA1A	29678	
ADRA1A	29679	
DHRS7C		
TTYH1	HPA023617	
TTYH1	HPA050655	
TTYH1	23617	
TTYH1	50655	
GSN	CAB010823	
GSN	CAB016728	
GSN	CAB036009	
GSN	HPA054026	
GSN	10823	
GSN	16728	
GSN	36009	
GSN	54026	
RAB5A	CAB004567	
RAB5A	HPA049354	
RAB5A	4567	
RAB5A	49354	
ADRA1A	HPA029678	
ADRA1A	HPA029679	
DHRS7C		
TUBG1	CAB004608	
TUBG1	4608	
RAB5A	4567	
BANP		
GSN	10823	
GSN	16728	
GSN	36009	
GSN	54026	
TTYH1		
RAB5A		
TUBG1	4608	
BANP		
TUBG1		
RAB5A		
RAB5A	CAB004567	
RAB5A	HPA049354	
RAB5A	4567	
RAB5A	49354	
GSN	10823	
GSN	16728	
GSN	36009	
GSN	10823	
GSN	16728	
GSN	36009	
GSN	54026	
PP2D1	HPA036870	
PP2D1	HPA066083	
CLK2	HPA055366	
CLK2	HPA059507	
PP2D1	HPA036870	
PP2D1	HPA066083	
PP2D1	36870	
PP2D1	66083	
NPHP4	HPA065526	
CLK2	HPA055366	
CLK2	HPA059507	
CYP4F22	HPA058960	
CYP4F22	58960	
GSN	CAB010823	
GSN	CAB016728	
GSN	CAB036009	
GSN	HPA054026	
GSN	10823	
GSN	16728	
GSN	36009	
GSN	54026	
HLA-DOA	HPA045038	
RLN3	HPA043731	
RLN3	43731	
CYP4F22	HPA058960	
CYP4F22	58960	
NREP	HPA000545	
NREP	545	
RLN3		
ZMYND8	HPA020949	
ZMYND8	20949	
HLA-DOA		
CLK2		
GSN	CAB010823	
GSN	CAB016728	
GSN	CAB036009	
GSN	HPA054026	
GSN	10823	
GSN	16728	
GSN	36009	
GSN	54026	
ARHGAP19-SLIT1		
GSN		
NEU1		
NPHP4	HPA065526	
NPHP4	65526	
NREP	HPA000545	
NREP	545	
NPHP4		
FLOT1		
BANP	HPA047164	
BANP	47164	
PIP4K2B	HPA047875	
PIP4K2B	HPA062220	
NPHP4		
FOXP2	382	
FOXP2	383	
FOXP2	1679	
RAB35	HPA054146	
RAB35	54146	
NPHP4	HPA065526	
NPHP4	65526	
RAB35		
PKLR	CAB034376	
PKLR	CAB034378	
PKLR	HPA006653	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
PKLR	CAB034376	
PKLR	CAB034378	
PKLR	HPA006653	
PIP4K2B		
BANP	HPA047164	
BANP	47164	
FOXP2	382	
RAB35	HPA054146	
NEU1		
RAB35	54146	
RAB14	CAB037066	
RAB14	HPA026419	
RAB14	26419	
RAB14	37066	
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
PKLR		
RAB14	26419	
RAB14	37066	
FLOT1		
ARHGAP19		
ORC1	HPA027450	
ORC1	27450	
BANP		
FOXP2		
FLOT1		
ORC1	HPA027450	
ORC1	27450	
BANP		
FLOT1		
PSMB1	CAB033911	
PSMB1	HPA029635	
PSMB1	HPA029637	
PSMB1	29635	
PSMB1	29637	
PSMB1	33911	
NEU1	HPA015634	
NEU1	HPA021506	
FLOT1		
BANP	HPA047164	
BANP	47164	
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
FLOT1		
BANP		
FLOT1		
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
BANP		
NREP	HPA000545	
NREP	545	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
BANP	HPA047164	
BANP	47164	
PSMD4	HPA038807	
PSMD4	HPA039252	
PSMD4	CAB047300	
PSMD4	38807	
PSMD4	39252	
PSMD4	47300	
FOXP2	382	
FLOT1		
BANP		
FLOT1		
BANP		
FLOT1		
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
BANP		
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
PSMD4	38807	
PSMD4	39252	
PSMD4	47300	
BANP	HPA047164	
BANP	47164	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
MUC1	36	
MUC1	1986	
MUC1	7235	
MUC1	8855	
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
FOXP2		
ARHGAP19	HPA035777	
ARHGAP19	HPA043231	
ARHGAP19	35777	
ARHGAP19	43231	
FOXP2	382	
PSMD4	39252	
PSMD4	47300	
BANP	HPA047164	
BANP	47164	
FOXP2	382	
ARHGAP19	HPA035777	
ARHGAP19	HPA043231	
ARHGAP19	35777	
ARHGAP19	43231	
BANP	HPA047164	
BANP	47164	
ACOD1	HPA040143	
ACOD1	40143	
ARHGAP19	43231	
PSMD4	38807	
PSMD4	47300	
ACOD1	40143	
ARHGAP19	HPA035777	
ARHGAP19	HPA043231	
ARHGAP19	43231	
PSMD4		
ADGRA1	HPA042773	
ADGRA1	42773	
COX10		
COX10		
ERMN	HPA038295	
ERMN	HPA038296	
ERMN	38295	
ERMN	38296	
PSMD4	47300	
DNAJC21	HPA040789	
DNAJC21	HPA049208	
ADGRA1	HPA042773	
ADGRA1	42773	
COX10	32005	
COX10	32006	
ABCD2		
FOXP2	HPA000382	
FOXP2	HPA000383	
FOXP2	HPA001679	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
FOXP2	382	
FOXP2	383	
FOXP2	1679	
ADGRA1	HPA042773	
ADGRA1	42773	
FOXP2		
MUC1	36	
MUC1	1986	
MUC1	7235	
MUC1	8855	
DNAJC21	HPA040789	
DNAJC21	HPA049208	
DNAJC21	40789	
ERMN	HPA038295	
ERMN	HPA038296	
ERMN	38295	
ERMN	38296	
COX10	HPA032005	
COX10	HPA032006	
COX10	32005	
COX10	32006	
DNAJC21	HPA040789	
DNAJC21	HPA049208	
COX10		
DNAJC21		
ERMN		
COX10		
DNAJC21		
DNAJC21		
ERMN	38295	
ERMN	38296	
ERMN	38296	
DNAJC21		
NREP		
ERMN		
ERMN		
ERMN		
ANKRD40	HPA021668	
ANKRD40	HPA021759	
ANKRD40	21668	
ANKRD40	21759	
AMPD1		
ERMN		
ANKRD40	21759	
MID2		
NREP		
NREP	HPA000545	
NREP	545	
NREP	HPA000545	
NREP	545	
IL27RA		
GMPR	HPA000904	
GMPR	HPA021476	
GMPR	904	
GMPR	21476	
AMPD1	HPA026478	
AMPD1	HPA028080	
AMPD1	26478	
AMPD1	28080	
MOGAT2	HPA028834	
MOGAT2	28834	
NREP	HPA000545	
NREP	545	
AMPD1	HPA026478	
AMPD1	HPA028080	
AMPD1	26478	
AMPD1	28080	
MOGAT2	HPA028834	
SPTAN1	CAB004581	
SPTAN1	HPA007927	
SPTAN1	4581	
SPTAN1	7927	
MOGAT2	HPA028834	
MOGAT2	28834	
AKAIN1	49365	
SPTAN1	4581	
SPTAN1	7927	
GNG7	HPA057790	
GNG7	57790	
AKAIN1	HPA049365	
AKAIN1	49365	
MID2		
HLA-DPB1	HPA011078	
HLA-DPB1	HPA058509	
GNG7		
HLA-DPB1		
TAF4B	HPA028937	
TAF4B	28937	
SPTAN1	4581	
MID2		
NREP	HPA000545	
NREP	545	
NREP	HPA000545	
NREP	545	
ZMYND8	HPA020949	
ZMYND8	20949	
TAF4B	28937	
HLA-DPB1		
TAF4B	HPA028937	
CTAG1B	CAB013061	
CTAG1B	CAB015453	
CTAG1B	15453	
NRAS	HPA049830	
NRAS	CAB010157	
NRAS	10157	
NRAS	49830	
HLA-DPB1		
CTAG1B	CAB013061	
CTAG1B	CAB015453	
CTAG1B	15453	
ALDH3A2	CAB020692	
ALDH3A2	HPA014769	
ALDH3A2	14769	
ALDH3A2	20692	
ALDH3A2		
CYBC1	HPA045696	
CYBC1	45696	
GCN1	18799	
GCN1	19648	
GCN1	24367	
NREP	HPA000545	
NREP	545	
ALDH3A2	20692	
ALDH3A2		
NREP	545	
ALDH3A2		
HLA-DPA1	HPA017967	
MUC1		
ALDH3A2	20692	
HLA-DPA1		
SPTAN1	CAB004581	
SPTAN1	HPA007927	
SPTAN1	4581	
SPTAN1	7927	
HLA-DPA1		
SPTAN1	CAB004581	
SPTAN1	HPA007927	
SPTAN1	4581	
SPTAN1	7927	
HLA-DPA1		
CASP5		
HLA-DPA1		
ZNF469	69784	
SPTAN1	4581	
ZNF469	69784	
SPTAN1	4581	
NREP		
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29092	
SPTAN1	4581	
LARP4		
RP1		
SPTAN1	4581	
MUC1	36	
MUC1	1986	
SPTAN1	4581	
SPTAN1	7927	
ALDH3A2	CAB020692	
ALDH3A2	HPA014769	
ALDH3A2	14769	
ALDH3A2	20692	
RP1	HPA042257	
RP1	42257	
SPTAN1		
RP1		
RNMT	HPA039409	
RNMT	39409	
CYBC1	HPA045696	
CYBC1	45696	
ALDH3A2	CAB020692	
ALDH3A2	HPA014769	
ALDH3A2	14769	
ALDH3A2	20692	
SPTAN1		
SAT1	47343	
SAT1	69914	
ALDH3A2	CAB020692	
ALDH3A2	HPA014769	
ALDH3A2	14769	
ALDH3A2	20692	
LENG8	HPA042004	
LENG8	HPA042056	
LENG8	HPA061571	
LENG8	42004	
LENG8	42056	
LENG8	61571	
ALDH3A2		
LRP1	18621	
LRP1	22903	
LENG8	42004	
CYBC1		
SPTAN1		
ALDH3A2		
MUC1	36	
MUC1	1986	
MUC1	8855	
RNMT	HPA039409	
RNMT	39409	
EOMES	HPA028896	
EOMES	28896	
MUC1	36	
MUC1	1986	
MUC1	8855	
ALDH3A2		
LENG8	42004	
LENG8	42056	
LENG8	61571	
KIAA1143	HPA045018	
KIAA1143	HPA061799	
KIAA1143	45018	
KIAA1143	61799	
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29091	
MAPKAP1	29092	
LENG8		
RNMT		
ALDH3A2	CAB020692	
ALDH3A2	HPA014769	
ALDH3A2	14769	
ALDH3A2	20692	
CYBC1	HPA045696	
CYBC1	45696	
LENG8		
EOMES	HPA028896	
EOMES	28896	
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29091	
MAPKAP1	29092	
SAT1	47343	
SAT1	55312	
SAT1	69914	
LENG8	42004	
LENG8	42056	
LENG8	61571	
CYBC1		
RNMT	HPA039409	
RNMT	39409	
EOMES	HPA028896	
EOMES	28896	
CASP5	HPA040937	
CASP5	40937	
SPTAN1		
CYBC1		
RNMT		
LENG8		
CYBC1		
RNMT	HPA039409	
RNMT	39409	
CASP5	HPA040937	
SPTAN1	4581	
LENG8	HPA042004	
LENG8	HPA042056	
LENG8	HPA061571	
LENG8	42004	
LENG8	42056	
LENG8	61571	
CCDC112	HPA045120	
CCDC112	HPA050621	
CCDC112	45120	
CCDC112	50621	
CYBC1		
LENG9	51671	
LENG9	53556	
CASP5	HPA040937	
CASP5	40937	
RNMT		
CYBC1	HPA045696	
CYBC1	45696	
MUC1	36	
MUC1	1986	
MUC1	8855	
CASP5	HPA040937	
ALDH3A2		
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29091	
CASP5	HPA040937	
RNMT	HPA039409	
RNMT	39409	
CASP5		
ALDH3A2		
CYBC1	HPA045696	
CYBC1	45696	
SAT1	47343	
SAT1	69914	
VILL	HPA035675	
VILL	35675	
CASP5	HPA040937	
EVPLL	HPA045728	
EVPLL	45728	
CCDC112	HPA045120	
CCDC112	HPA050621	
CCDC112	45120	
CASP5	HPA040937	
CASP5	40937	
ALDH3A2		
MAPKAP1		
NREP		
CCDC112	45120	
ALDH3A2		
MAPKAP1		
CLEC20A		
CLEC20A		
CCDC112	HPA045120	
CCDC112	HPA050621	
CCDC112	45120	
CYBC1	HPA045696	
CYBC1	45696	
MAPKAP1		
CYBC1	HPA045696	
CYBC1	45696	
CYBC1	45696	
SAT1	CAB047343	
SAT1	CAB069914	
SAT1	HPA055312	
SAT1	47343	
SAT1	55312	
SAT1	69914	
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29092	
MUC1	36	
MUC1	1986	
MUC1	8855	
SPTAN1	4581	
CYBC1	45696	
MAPKAP1		
ALDH3A2	20692	
SLIT1	HPA006879	
SLIT1	6879	
MAPKAP1		
ALDH3A2	20692	
MAPKAP1		
CYBC1	45696	
FAM210A	HPA014324	
FAM210A	HPA051564	
FAM210A	14324	
FAM210A	51564	
SLIT1		
MAPKAP1		
VILL		
CYBC1	HPA045696	
CYBC1	45696	
LHB	HPA038925	
LHB	CAB022241	
LHB	CAB022707	
ALDH3A2		
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29091	
MAPKAP1	29092	
VILL		
CYBC1		
FAM210A		
ALDH3A2	20692	
MAPKAP1	HPA029091	
MAPKAP1	HPA029092	
MAPKAP1	29091	
FAM210A	14324	
FAM210A	51564	
SLIT1		
ALDH3A2		
FAM210A	51564	
CYBC1		
SLIT1		
FAM210A	HPA014324	
FAM210A	HPA051564	
VILL	35675	
ALDH3A2	20692	
CYBC1		
FAM210A	HPA014324	
FAM210A	HPA051564	
FAM210A	14324	
FAM210A	51564	
VILL		
MUC1		
TEX13B	HPA011283	
TEX13B	11283	
ZFP57		
ALDH3A2		
CYBC1		
MUC1		
NRP1	4511	
NRP1	30278	
MUC1	36	
MUC1	1986	
MUC1	36	
MUC1	1986	
MUC1	8855	
CYBC1		
VILL	HPA035675	
VILL	35675	
ALDH3A2	20692	
MUC1	36	
MUC1	1986	
MUC1	7235	
MUC1	8855	
CYBC1		
NREP	HPA000545	
NREP	545	
MAFG	CAB025573	
MAFG	25573	
MUC1	36	
MUC1	1986	
MUC1	7235	
MUC1	8855	
ALDH3A2	20692	
CYBC1		
ALDH3A2	20692	
MRGPRG	HPA058909	
MRGPRG	58909	
MAFG	CAB025573	
MAFG	25573	
LRP1	CAB018621	
LRP1	HPA004182	
LRP1	HPA022903	
LRP1	4182	
LRP1	18621	
LRP1	22903	
MAFG	25573	
PI4KB	6280	
PI4KB	6281	
PI4KB	22071	
CYBC1		
TMEM38A	HPA048100	
TMEM38A	HPA050463	
TMEM38A	48100	
TMEM38A	50463	
LRP1	CAB018621	
LRP1	HPA004182	
LRP1	HPA022903	
LRP1	18621	
LRP1	22903	
TMEM38A	48100	
ZMYND8	HPA020949	
ZMYND8	20949	
LRP1	18621	
LRP1	22903	
LRP1	18621	
ADAM18		
BCL3	CAB002051	
BCL3	HPA047514	
BCL3	2051	
BCL3	47514	
SLC39A14	HPA016508	
SLC39A14	16508	
LRP1	18621	
PI4KB	6280	
PI4KB	6281	
PI4KB	22071	
BCL3	2051	
BCL3	47514	
SLC39A14		
TAF1L	HPA056605	
TAF1L	56605	
RASAL2	HPA018805	
RASAL2	HPA020453	
RASAL2	18805	
RASAL2	20453	
PI4KB	CAB022071	
PI4KB	HPA006280	
PI4KB	HPA006281	
PI4KB	6280	
PI4KB	6281	
PI4KB	22071	
HES2	HPA039462	
HES2	39462	
HES2	HPA039462	
HES2	39462	
MATK	HPA004847	
MATK	4847	
SLC39A14	HPA016508	
SLC39A14	16508	
RASAL2	HPA018805	
RASAL2	HPA020453	
RASAL2	18805	
RASAL2	20453	
HES2	HPA039462	
PI4KB	6280	
PI4KB	6281	
PI4KB	22071	
RASAL2	18805	
RASAL2	20453	
SLC39A14	HPA016508	
SLC39A14	16508	
HES2		
SLC39A14	HPA016508	
SLC39A14	16508	
HES2		
SLC39A14		
SLC39A14		
SLC39A14		
PI4KB	6280	
PI4KB	6281	
PI4KB	22071	
SLC39A14		
SLC39A14		
PI4KB	22071	
SLC39A14	16508	
PI4KB	22071	
ZMYND8	20949	
PI4KB	22071	
KLRF1		
ZMYND8	HPA020949	
ZMYND8	20949	
PI4KB	6280	
PI4KB	22071	
TMEM215	HPA052804	
TMEM215	HPA063207	
TMEM215	52804	
TMEM215	63207	
ZMYND8	HPA020949	
ZMYND8	20949	
PI4KB	22071	
ZMYND8	HPA020949	
ZMYND8	20949	
KLRF1		
PI4KB	22071	
TUT4		
ATXN1	HPA008335	
ATXN1	HPA070756	
ATXN1	8335	
ATXN1	70756	
TUT4		
ZNF687		
ATXN1		
HTR4	HPA040591	
VCP	CAB005593	
VCP	HPA012728	
VCP	HPA012814	
VCP	5593	
VCP	12728	
VCP	12814	
HTR4	HPA040591	
KLRF1		
HTR4	HPA040591	
HTR4	HPA040591	
KLRF1		
HTR4	HPA040591	
MUC1	36	
MUC1	1986	
MUC1	8855	
MUC1	36	
MUC1	1986	
MUC1	7235	
MUC1	8855	
ATXN1	HPA008335	
ATXN1	HPA070756	
ATXN1	8335	
ATXN1	70756	
VCP	5593	
VCP	12728	
MUC1	36	
MUC1	1986	
MUC1	8855	
VCP	5593	
KLRF1		
HTR4	HPA040591	
HTR4	40591	
KLRF1		
HTR4	HPA040591	
ZMYND8	HPA020949	
ZMYND8	20949	
HTR4		
ZNF687	HPA021193	
ZNF687	HPA023948	
ZNF687	21193	
ZNF687	23948	
ZMYND8	HPA020949	
ZMYND8	20949	
KLRF1		
ZMYND8	20949	
ZNF687		
MRGPRE	HPA046556	
MRGPRE	46556	
AC008687.4		
ZNF687	HPA021193	
ZNF687	HPA023948	
ZNF687	21193	
ZNF687	23948	
HTR4		
MATK	HPA004847	
MATK	4847	
MUC1	36	
MUC1	1986	
MUC1	4179	
MUC1	8855	
ZNF687	21193	
ADAM18		
HTR4	HPA040591	
HTR4	40591	
HTR4	HPA040591	
ADAM18		
ZNF687		
ADAM18		
XKR4	HPA025072	
XKR4	HPA028083	
XKR4	25072	
XKR4	28083	
ST6GAL1	CAB015018	
ST6GAL1	CAB016122	
ST6GAL1	15018	
ST6GAL1	16122	
SIRT7	CAB037261	
SIRT7	HPA053669	
SIRT7	37261	
SIRT7	53669	
XKR4	HPA025072	
XKR4	HPA028083	
XKR4	25072	
XKR4	28083	
ST6GAL1	15018	
ST6GAL1	16122	
SIRT7	37261	
ST6GAL1	15018	
ST6GAL1	16122	
SLC35E2B	HPA045641	
SLC35E2B	45641	
ST6GAL1	15018	
ST6GAL1	16122	
SLC35E2B	HPA045641	
SLC35E2B	45641	
ST6GAL1	15018	
ST6GAL1	16122	
BBS10	HPA047954	
BBS10	HPA058743	
ST6GAL1	15018	
ST6GAL1	16122	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
ADAM18		
ST6GAL1	15018	
ST6GAL1	16122	
SLC35E2B	62711	
MATK	4847	
SIRT7		
ST6GAL1	15018	
ST6GAL1	16122	
ZBTB14	HPA050758	
ZBTB14	HPA070819	
ZBTB14	50758	
ZBTB14	70819	
ZMYND8		
ST6GAL1	15018	
ST6GAL1	16122	
MUC1	36	
MUC1	1986	
MUC1	4179	
MUC1	8855	
ZMYND8		
MUC1	36	
MUC1	1986	
MUC1	7235	
DDX50	HPA037388	
DDX50	HPA037389	
DDX50	HPA058196	
DDX50	37388	
DDX50	37389	
DDX50	58196	
ST6GAL1	CAB015018	
ST6GAL1	CAB016122	
ST6GAL1	15018	
ST6GAL1	16122	
ZBTB14	HPA050758	
ZBTB14	HPA070819	
ZBTB14	50758	
ZBTB14	70819	
ZMYND8		
CGB3	HPA038925	
CGB3	HPA038934	
CGB3	CAB000042	
CGB3	CAB010884	
CGB3	42	
CGB3	10884	
CGB3	38925	
CGB3	38934	
ST6GAL1	15018	
ST6GAL1	16122	
ZBTB14	50758	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
ADSL	19285	
ZBTB14	50758	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
ST6GAL1	15018	
ST6GAL1	16122	
CGB2	38925	
MUC1	36	
MUC1	1986	
MUC1	36	
MUC1	1986	
LARP4	HPA039306	
LARP4	HPA039673	
LARP4	39306	
LARP4	39673	
ZBTB14		
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
ST6GAL1	15018	
ST6GAL1	16122	
TEX35	HPA039190	
TEX35	39190	
LARP4		
ST6GAL1		
ZBTB14	HPA050758	
ZBTB14	HPA070819	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
TEX35	HPA039190	
TEX35	39190	
LARP4		
ZMYND8	HPA020949	
ZMYND8	20949	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
MATK	HPA004847	
MATK	4847	
ST6GAL1	15018	
ST6GAL1	16122	
LARP4		
CGB2	HPA038925	
CGB2	HPA038934	
CGB2	38925	
CGB2	38934	
ZBTB14	HPA050758	
ZBTB14	HPA070819	
ZBTB14	50758	
ZBTB14	70819	
TEX35		
ZMYND8	HPA020949	
ZMYND8	20949	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
ZBTB14	HPA050758	
ZBTB14	HPA070819	
ZBTB14	50758	
ZBTB14	70819	
ST6GAL1	CAB015018	
ST6GAL1	CAB016122	
ST6GAL1	15018	
ST6GAL1	16122	
ZMYND8	HPA020949	
ZMYND8	20949	
DDX50		
TEX35	HPA039190	
TEX35	39190	
ZMYND8	HPA020949	
ZMYND8	20949	
CD46	CAB010401	
CD46	HPA016903	
CD46	10401	
CD46	16903	
AC008687.1	38925	
NRP1	CAB004511	
NRP1	HPA030278	
NRP1	4511	
NRP1	30278	
RGR		
AC008687.1		
DDX50		
MATK		
NRP1	4511	
TEX35		
NRP1	4511	
CGB1	38925	
CGB1	38934	
AOX1	HPA040199	
AOX1	HPA040215	
AOX1	40199	
AOX1	40215	
TEX35	HPA039190	
TEX35	39190	
NRP1	4511	
CGB1	38925	
TEX35		
PALM3		
AOX1		
RGR		
NRP1	4511	
PALM3		
ZMYND8	20949	
