Gene name	Human Protein Atlas ID	EntrezGene transcript name ID
PRPF18	37599	
PRPF18	47950	
TMEM184A		
HLA-DQA1	HPA012315	
HLA-DQA1	12315	
IGHV3-48		
USHBP1	HPA052471	
CCDC124	HPA041708	
CCDC124	HPA046765	
CCDC124	41708	
CCDC124	46765	
PRPF18	37599	
PRPF18	47950	
USHBP1		
HLA-DQA1		
TMEM184A		
PRPF18	37599	
TMEM184A		
CPA1	21836	
CPA1	25197	
CORO7		
TMEM184A		
HSD17B4		
CAMP	HPA029874	
CENPS-CORT		
HSD17B4		
TMEM184A		
CCDC124	HPA041708	
CCDC124	HPA046765	
CCDC124	41708	
CCDC124	46765	
ESRP1	HPA023719	
ESRP1	HPA023720	
ESRP1	HPA067104	
ESRP1	23720	
ESRP1	67104	
HSD17B4		
LPXN		
FNDC1	HPA030962	
FNDC1	HPA030963	
FNDC1	30962	
FNDC1	30963	
CCDC124	46765	
TKFC	HPA039486	
TKFC	HPA048186	
TKFC	39486	
TKFC	48186	
IGHV3-49		
CAMP	15949	
CAMP	16522	
CAMP	29874	
CENPS-CORT		
HPN	HPA006804	
HPN	6804	
FNDC1	30962	
FNDC1	30963	
HPN	HPA006804	
HPN	6804	
CORO7		
CENPS-CORT		
USHBP1		
SLC5A6	HPA036958	
SLC5A6	36958	
CENPS-CORT		
DOCK3	HPA037543	
DOCK3	HPA037544	
DOCK3	37543	
DOCK3	37544	
MAFK	CAB026820	
MAFK	HPA060841	
MAFK	26820	
MAFK	60841	
CENPS-CORT		
USHBP1		
MAFK	CAB026820	
MAFK	HPA060841	
MAFK	CAB026820	
MAFK	HPA060841	
MAFK	26820	
MAFK	60841	
CENPS		
IGHV5-51		
CORO7		
CORO7		
CENPS		
CENPS		
CORO7		
LPXN	CAB046478	
LPXN	HPA043741	
LPXN	HPA061441	
LPXN	43741	
LPXN	46478	
LPXN	61441	
CPA1	CAB025197	
CPA1	HPA021836	
CPA1	HPA052215	
CPA1	21836	
CPA1	25197	
CPA1	52215	
LPXN	CAB046478	
LPXN	HPA043741	
LPXN	HPA061441	
LPXN	43741	
LPXN	46478	
LPXN	61441	
CORO7	53586	
CORO7		
LPXN	46478	
CPA1	25197	
GRSF1	HPA036984	
GRSF1	HPA036985	
GRSF1	36984	
GRSF1	36985	
WWC1	38016	
WWC1	38017	
CORT		
SDHAF1	HPA064277	
SDHAF1	64277	
CPA1	21836	
CPA1	25197	
HLA-A		
CORO7	53586	
CORO7		
CPA1	21836	
CPA1	25197	
CORO7		
SLC5A6	HPA036958	
SLC5A6	36958	
TKFC		
CORO7	53586	
NR2F6		
BRD2	HPA042816	
CORO7		
WWC1	38016	
WWC1	38017	
CORO7	53586	
NR2F6		
BRD2		
ESRP1	HPA023719	
ESRP1	HPA023720	
ESRP1	HPA067104	
ESRP1	23719	
ESRP1	23720	
ESRP1	67104	
CORO7		
CIDEA		
BRD2	HPA042816	
ESRP1	HPA023719	
ESRP1	HPA023720	
ESRP1	HPA067104	
ESRP1	23719	
ESRP1	23720	
ESRP1	67104	
WWC1	38016	
SLC5A6		
ESRP1	HPA023719	
ESRP1	HPA023720	
ESRP1	HPA067104	
CORO7		
SLC5A6		
VWA3B		
ESRP1	23720	
ESRP1	67104	
CYB5R2	HPA038962	
CYB5R2	HPA061707	
CYB5R2	38962	
SLC5A6		
BRD2		
GRP		
SLC5A6		
CYB5R2	HPA038962	
CYB5R2	HPA061707	
CYB5R2	38962	
CYB5R2	61707	
TKFC		
SLC5A6		
TKFC	39486	
ESRP1		
CIDEA		
GRP		
SLC5A6		
MICA	HPA064618	
KIAA2012		
ESRP1		
MICA		
SLC5A6		
DEFB103A		
GRP		
HDAC11		
ESRP1		
CYB5R2	HPA038962	
CYB5R2	HPA061707	
CYB5R2	38962	
CYB5R2	61707	
SLC5A6		
GRP		
RPS18	HPA050159	
RPS18	HPA055007	
EFHD2	HPA048961	
EFHD2	48961	
SLC5A6		
GRP		
HLA-A		
MICA		
BRD2		
MICA		
TKFC		
EFHD2		
KIAA2012		
BRD2	HPA042816	
BRD2		
DEFB4A		
MICA		
BRD2		
MICA		
VWA3B	HPA036700	
VWA3B	HPA036701	
CYB5R2	38962	
TRIM39		
FRMD4A	HPA038449	
FRMD4A	38449	
UBR5	HPA053688	
UBR5	53688	
CYB5R2	38962	
TRIM39		
FRMD4A	38449	
MANF	HPA011175	
MANF	11175	
MTPAP	HPA038620	
MTPAP	HPA058232	
MTPAP	38620	
MTPAP	58232	
FRMD4A		
RPS18		
CYB5R2		
UBR5	HPA053688	
UBR5	53688	
MANF		
VWA3B		
CYB5R2		
FRMD4A		
UBR5		
MANF		
MTPAP	58232	
RPS18		
CORO7-PAM16	41657	
CORO7-PAM16	53586	
CORO7-PAM16	62721	
MTPAP	58232	
UBR5	53688	
UBR5		
UBR5		
CORO7-PAM16		
RHBDL1	HPA030359	
RHBDL1	HPA030360	
RHBDL1	HPA046593	
RHBDL1	30360	
RHBDL1	46593	
SLC4A9	HPA051307	
SLC4A9	51307	
UBR5		
PRSS22	HPA049161	
PRSS22	49161	
RHBDL1	30360	
PRSS22	49161	
HLA-DMA		
FRMD4A		
ANKLE1		
FRMD4A		
SLC4A9	HPA051307	
SLC4A9	51307	
FRMD4A		
GTDC1	HPA036694	
GTDC1	36694	
VWA3B	HPA036700	
VWA3B	HPA036701	
VWA3B	36700	
VWA3B	36701	
SLC4A9	HPA051307	
SLC4A9	51307	
FRMD4A		
PRSS22		
ZDHHC5	HPA014670	
ZDHHC5	14670	
RHBDL1	HPA030359	
RHBDL1	HPA030360	
RHBDL1	HPA046593	
RHBDL1	30359	
RHBDL1	30360	
RHBDL1	46593	
FRMD4A		
FRMD4A		
FRMD4A		
ZDHHC5	HPA014670	
ZDHHC5	14670	
VPS37D	HPA040978	
VPS37D	40978	
RPL34	HPA035139	
RPL34	35139	
VWA3B		
FRMD4A		
FRMD4A		
FRMD4A		
FRMD4A		
VWA3B		
SLC4A9	HPA051307	
SLC4A9	51307	
ZDHHC5		
VPS37D		
FRMD4A		
FRMD4A		
HLA-DMA		
PPA2	HPA030888	
PPA2	HPA031671	
PPA2	HPA031672	
PPA2	30888	
PPA2	31671	
PPA2	31672	
RPL34	HPA035139	
RPL34	35139	
PGAM1	HPA042528	
PGAM1	HPA060483	
PGAM1	42528	
PGAM1	60483	
RPL34	HPA035139	
RPL34	35139	
ZDHHC5		
RPL34	HPA035139	
RPL34	35139	
PPA2	HPA030888	
PPA2	HPA031671	
PPA2	HPA031672	
PPA2	30888	
PPA2	31671	
PPA2	31672	
VWA3B		
ZDHHC5		
HLA-DMA		
RPL34	HPA035139	
RPL34	35139	
VWA3B		
POR	4372	
VWA3B	36700	
VWA3B	36701	
GTDC1	HPA036694	
GTDC1	36694	
VWA3B		
HLA-DMA		
HLA-DMA		
CDY1B		
ANKLE1	HPA026789	
ANKLE1	HPA073498	
ZSCAN25	HPA055127	
ZSCAN25	HPA057173	
GTDC1	HPA036694	
CDY1B		
GTDC1	36694	
MED24		
VWA3B	HPA036700	
VWA3B	HPA036701	
VWA3B	36701	
ANKLE1	26789	
ZSCAN25	HPA055127	
ZSCAN25	HPA057173	
ZSCAN25	55127	
ZSCAN25	57173	
GTDC1	HPA036694	
ZSCAN25		
ZSCAN25	HPA055127	
ZSCAN25	HPA057173	
ZSCAN25	55127	
ZSCAN25	57173	
ANKLE1		
MED24		
ZSCAN25	55127	
DFFA	CAB002679	
DFFA	HPA018859	
DFFA	HPA019938	
DFFA	HPA025230	
DFFA	2679	
DFFA	18859	
DFFA	19938	
DFFA	25230	
ANKLE1		
DFFA		
PPIA	4655	
FAM114A2	HPA035869	
FAM114A2	HPA035870	
FAM114A2	35869	
FAM114A2	35870	
POR	4372	
POR	10136	
ANKLE1	26789	
ANKLE1	73498	
DFFA	CAB002679	
DFFA	HPA018859	
DFFA	HPA019938	
DFFA	HPA025230	
DFFA	2679	
DFFA	18859	
DFFA	19938	
DFFA	25230	
GTDC1		
USP22	HPA044980	
USP22	44980	
FAM114A2	HPA035869	
FAM114A2	HPA035870	
FAM114A2	35869	
FAM114A2	35870	
AC010463.1		
GTDC1	HPA036694	
GTDC1	36694	
MED24		
AC010646.1		
TRIM39	HPA051120	
TRIM39	HPA059496	
FLRT2		
USP22	HPA044980	
RSPH9	HPA031703	
RSPH9	31703	
GTDC1		
FLRT2		
GTDC1		
TRIM39		
TRIM39	HPA051120	
TRIM39	HPA059496	
PPIA	HPA058345	
PPIA	CAB004655	
PPIA	4655	
PPIA	58345	
ZNF202		
GTDC1		
ALKBH6		
TRIM39		
GTDC1	HPA036694	
USP22		
RSPH9	HPA031703	
RSPH9	31703	
PPIA	HPA058345	
PPIA	CAB004655	
PPIA	4655	
PPIA	58345	
TRIM39	HPA051120	
TRIM39	HPA059496	
SKI	CAB010449	
SKI	HPA066567	
SKI	10449	
SKI	66567	
PPIA	HPA058345	
PPIA	CAB004655	
PPIA	4655	
PPIA	58345	
GTDC1	HPA036694	
GTDC1	36694	
TRIM39		
GTDC1	HPA036694	
GTDC1	36694	
USP22		
PPIA		
TRIM39	HPA051120	
TRIM39	HPA059496	
GTDC1	HPA036694	
GTDC1	36694	
PEX14	HPA046104	
PEX14	HPA049231	
PEX14	46104	
PEX14	49231	
ZNF202		
TRIM39		
PEX14		
TRIM39	HPA051120	
TRIM39	HPA059496	
ZNF202		
PPIA		
USP22		
ATRAID	HPA051353	
ATRAID	51353	
USP22		
GPR119		
COL9A3	HPA040125	
COL9A3	HPA058323	
PPIA	HPA058345	
PPIA	CAB004655	
PPIA	4655	
PPIA	58345	
ZNF202		
ATRAID	HPA051353	
ATRAID	51353	
MALRD1	HPA035732	
MALRD1	HPA038106	
MALRD1	HPA046848	
MALRD1	35732	
MALRD1	38106	
MALRD1	46848	
ZNF202		
CAPN5	CAB033237	
CAPN5	33237	
MALRD1	35732	
MALRD1	38106	
MALRD1	46848	
ZNF202		
COL9A3		
MALRD1	35732	
ATRAID	HPA051353	
ATRAID	51353	
MALRD1		
CAPN5	33237	
ATRAID		
IMP4	HPA066222	
IMP4	HPA066673	
IMP4	66222	
IMP4	66673	
ATRAID	HPA051353	
ATRAID	51353	
ALKBH6		
IMP4	66222	
IMP4	66673	
GRSF1	36984	
GRSF1	36985	
PPA2		
FAM114A2	HPA035869	
FAM114A2	HPA035870	
FAM114A2	35869	
FAM114A2	35870	
CAPN5	CAB033237	
MARCH2	HPA014063	
MARCH2	14063	
ALKBH6		
MARCH2		
MARCH2		
CAPN5	CAB033237	
CAPN5	33237	
MARCH2		
MARCH2		
CAPN5	33237	
GRSF1	HPA036984	
GRSF1	HPA036985	
GRSF1	36985	
FAM114A2	35869	
FAM114A2	35870	
CAPN5		
MRPS18A	HPA035450	
MRPS18A	HPA035451	
MRPS18A	35451	
GRSF1	36984	
GRSF1	36985	
PPA2		
VPS52		
MRPS18A		
MARCH2	HPA014063	
MARCH2	14063	
OMP		
GRSF1		
EFCAB8	34246	
EFCAB8	42751	
MRPS18A	35450	
MRPS18A	35451	
MARCH2	HPA014063	
MARCH2	14063	
HDAC11		
PPA2	HPA030888	
PPA2	HPA031671	
PPA2	HPA031672	
PPA2	30888	
PPA2	31671	
EFCAB8	CAB034246	
EFCAB8	HPA042751	
EFCAB8	34246	
EFCAB8	42751	
GRSF1	36984	
GRSF1	36985	
PNPLA6	HPA007522	
PNPLA6	7522	
MORN1	HPA005858	
MORN1	HPA070703	
MORN1	5858	
MORN1	70703	
PPA2	HPA030888	
PPA2	HPA031671	
PPA2	HPA031672	
PPA2	30888	
PPA2	31671	
HDAC11		
ENTPD3	HPA071802	
ENTPD3	71802	
HDAC11		
ENTPD3		
FAM114A2	35870	
PPA2		
HDAC11		
ALKBH6		
SLC49A3	HPA043593	
SLC49A3	43593	
ENTPD3		
CATSPERG	52777	
ENTPD3	HPA071802	
ENTPD3	71802	
HDAC11		
HDAC11		
PNPLA6		
ENTPD3	HPA071802	
ENTPD3	71802	
CATSPERG	HPA052777	
CATSPERG	52777	
FAM114A2	35870	
PPA2	30888	
EMX2	HPA003497	
EMX2	HPA065294	
EMX2	3497	
EMX2	65294	
PNPLA6		
ALKBH6	HPA073835	
ALKBH6	HPA074340	
ALKBH6	73835	
ALKBH6	74340	
CNGB3		
EMX2		
MORN1	HPA005858	
MORN1	HPA070703	
MORN1	5858	
MORN1	70703	
FAM114A2		
PNPLA6	HPA007522	
PNPLA6	7522	
TCFL5	HPA055223	
TCFL5	55223	
PRSS23	30591	
EMX2	HPA003497	
EMX2	HPA065294	
EMX2	3497	
EMX2	65294	
PNPLA6		
ALKBH6		
PPA2	30888	
TCFL5	55223	
PPA2		
ALKBH6	HPA073835	
ALKBH6	HPA074340	
ALKBH6	74340	
PNPLA6	HPA007522	
PNPLA6	7522	
MORN1		
CCDC144NL	HPA023457	
PPA2		
ALKBH6		
MORN1		
ADORA2B	HPA073747	
ADORA2B	73747	
PNPLA6	HPA007522	
PNPLA6	7522	
HDAC11		
HDAC11		
PPA2	30888	
PPA2	31672	
FAM114A2		
MORN1		
PNPLA6		
SLC49A3	HPA043593	
SLC49A3	43593	
PNPLA6		
PPA2		
FAM114A2		
SLC49A3	HPA043593	
SLC49A3	43593	
PRSS23		
PPA2		
FAM114A2		
SLC49A3	43593	
PNPLA6	7522	
PRSS23		
HDAC11		
SLC49A3	43593	
HDAC11		
SLC49A3		
HDAC11		
PNPLA6		
HDAC11		
CNGB3	HPA057244	
CNGB3	57244	
SLC49A3		
PNPLA6		
HDAC11		
PRSS23	HPA030591	
PRSS23	30591	
CNTF	HPA019654	
CNTF	19654	
HDAC11		
FAM114A2		
PTPRK	HPA054056	
PTPRK	HPA054822	
CATSPERG		
ALKBH6		
HDAC11		
CATSPERG		
THYN1	HPA038732	
THYN1	HPA038733	
THYN1	38732	
THYN1	38733	
TRAPPC8	HPA041107	
TRAPPC8	41107	
CATSPERG		
CATSPERG		
PNPLA6		
VPS52	HPA042667	
VPS52	HPA048128	
FZD4	HPA042328	
FZD4	HPA074833	
FZD4	42328	
FZD4	74833	
TAS2R39	HPA053456	
TAS2R39	HPA060680	
TAS2R39	53456	
TAS2R39	60680	
RPP21		
SRPRA		
PNPLA6		
CATSPERG		
TRAPPC8		
THYN1	HPA038732	
THYN1	HPA038733	
THYN1	38732	
THYN1	38733	
TRPT1	HPA038705	
TRPT1	HPA038706	
TRPT1	38705	
TRPT1	38706	
SRPRA		
THYN1	HPA038732	
THYN1	HPA038733	
THYN1	38732	
THYN1	38733	
PTPRK	HPA054056	
PTPRK	HPA054822	
TRPT1		
EXOSC1	HPA038370	
EXOSC1	38370	
TRAPPC8	41107	
IMP4	66222	
PTPRK	HPA054056	
PTPRK	HPA054822	
EXOSC1	38370	
CATSPERG		
TRAPPC8		
PTPRK		
TAS2R40		
IMP4		
THYN1	HPA038732	
THYN1	HPA038733	
THYN1	38733	
ZFP91	CAB025417	
ZFP91	HPA024037	
ZFP91	HPA065325	
ZFP91	24037	
ZFP91	25417	
ZFP91	65325	
EXOSC1		
PTPRK	HPA054056	
PTPRK	HPA054822	
EXOSC1	38370	
MED24		
EXOSC1	38370	
PTPRK		
PTPRK		
PTPRK		
EXOSC1		
IMP4	66222	
MYL5	HPA039262	
MYL5	HPA037381	
MYL5	37381	
TRPT1		
IMP4	66222	
IMP4	66673	
TRAPPC8	41107	
POR	4372	
POR	10136	
TRAPPC8	41107	
MYL5	HPA039262	
MYL5	HPA037381	
MYL5	37381	
ZFP91-CNTF		
POR		
ZFP91-CNTF		
POR	4372	
POR	4372	
POR	10136	
POR	4372	
MYL5		
POR	4372	
POR	10136	
MOG		
POR	4372	
POR	10136	
POR	4372	
MYL5	HPA039262	
MYL5	HPA037381	
MYL5	37381	
TRPT1	HPA038705	
TRPT1	HPA038706	
TRPT1	38705	
TRPT1	38706	
POR	4372	
TRPT1	38705	
RPP21		
PTPRK		
SYNE4	HPA060253	
SYNE4	60253	
RPP21		
POR		
XIAP	9203	
TRPT1	38705	
MYL5	HPA039262	
MYL5	HPA037381	
MYL5	37381	
MYL5	39262	
RPP21		
MYL5		
MYL5	39262	
PTPRK		
SYNE4		
RPP21		
SYNE4	60253	
EPC2		
TRPT1	HPA038705	
TRPT1	HPA038706	
TRPT1	38705	
RAB8A	HPA041945	
RAB8A	41945	
TRPT1	HPA038705	
TRPT1	HPA038706	
TRPT1	38705	
TRPT1	38706	
XIAP	9203	
SYNE4	HPA060253	
SYNE4	60253	
PTPRK		
MED24		
MED24		
SYNE4	60253	
POR		
BUD23	HPA052185	
BUD23	52185	
BARX1	HPA055858	
BARX1	55858	
PTPRK		
POR	4372	
POR	10136	
BUD23		
BARX1	HPA055858	
BARX1	55858	
POR	4372	
KCNN1	HPA065938	
KCNN1	65938	
RAB8A	HPA041945	
POR	4372	
RAX		
CCDC115	HPA034598	
CCDC115	34598	
PTPRK		
MOG		
MED24		
MOG		
NUTM2G		
MOG		
MOG		
POR	4372	
CCDC115		
KCNN1		
ATP5ME	HPA035010	
ATP5ME	35010	
RAX		
CCDC115	HPA034598	
MOG		
MED24		
NUTM2G		
RAX		
CCDC115	34598	
MED24		
KCNN1	65938	
MOG	HPA021873	
PRPF8	9941	
PRPF8	15457	
MOG		
MOG		
EPC2	HPA036759	
EPC2	36759	
BUD23		
EPC2		
MED24		
MED24		
EPC2		
EPC2		
ZNF705B		
FERMT3		
MOG		
FAM181A	HPA001603	
MED24		
CTNND2	CAB037339	
CTNND2	HPA015077	
CTNND2	15077	
CTNND2	37339	
FAM181A	HPA001603	
FOXRED1	HPA039620	
FOXRED1	HPA046192	
FOXRED1	39620	
FOXRED1	46192	
TSBP1		
FAM181A	HPA001603	
AQP7		
BUD23		
MED24		
FAM181A		
MED24		
TSBP1		
XIAP	CAB009203	
XIAP	HPA042428	
XIAP	9203	
XIAP	42428	
FAM181A	HPA001603	
MED24		
XIAP	CAB009203	
XIAP	HPA042428	
XIAP	9203	
XIAP	42428	
TSBP1		
MED24		
TSBP1		
TSBP1		
MED24		
USP17L8	HPA045642	
USP17L8	45642	
TSBP1		
XIAP	CAB009203	
XIAP	HPA042428	
XIAP	9203	
XIAP	42428	
C21orf58		
MED24		
USP17L3	HPA045642	
USP17L3	45642	
ITPR3	HPA003915	
ITPR3	HPA064704	
ITPR3	3915	
ITPR3	64704	
MED24		
UGT3A2	HPA059475	
UGT3A2	59475	
EIF5	CAB004226	
EIF5	HPA000867	
EIF5	867	
EIF5	4226	
MED24		
UGT3A2	HPA059475	
UGT3A2	59475	
ITPR3	HPA003915	
ITPR3	HPA064704	
ITPR3	3915	
ITPR3	64704	
CPNE3	HPA029552	
CPNE3	29552	
MED24		
BUD23	52185	
UGT3A2		
CPNE3	29552	
BUD23		
CPNE3	29552	
HSH2D	HPA036616	
HSH2D	36616	
NME6	HPA017909	
OTUD5	17375	
HASPIN	HPA027422	
HASPIN	HPA030698	
HASPIN	27422	
HASPIN	30698	
CPNE3		
UGT3A2		
MED24		
CPNE3	29552	
CPNE3	29552	
BUD23		
CPNE3	29552	
OTUD5	HPA017375	
OTUD5	17375	
HSH2D		
MFSD14C		
ZNRD1	HPA055074	
ZNRD1	HPA077979	
CPNE3		
MFSD14C		
HSH2D	HPA036616	
HSH2D	36616	
TSC22D1	HPA077414	
BUD23		
FERMT3	HPA065231	
FERMT3	65231	
EIF5	4226	
TSC22D1	HPA077414	
TSC22D1	77414	
BUD23	HPA052185	
BUD23	52185	
FERMT3	HPA065231	
FERMT3	65231	
HSH2D		
FERMT3		
DCAF8L2		
BUD23		
HSH2D		
EIF5	4226	
BUD23		
DCAF8L2		
BUD23		
HSH2D		
TSC22D1		
FOXRED1		
DCAF8L2		
HSH2D		
FOXRED1		
NR1D1	HPA007935	
NR1D1	7935	
TSC22D1		
GRIK4	HPA074453	
GRIK4	74453	
MIA2	387	
MIA2	922	
MIA2	54066	
MIA2	55459	
DNAJC30	HPA017318	
DNAJC30	17318	
OTUD5	HPA017375	
OTUD5	17375	
GRIK4	HPA074453	
GRIK4	74453	
FLOT1	CAB007766	
FLOT1	HPA001393	
HLA-B		
TSC22D1		
MAGEB10	HPA000611	
MAGEB10	611	
FERMT3		
FOXRED1	HPA039620	
FOXRED1	HPA046192	
FOXRED1	39620	
FOXRED1	46192	
FLOT1		
TSC22D1		
NME6		
MAGEB10	HPA000611	
MAGEB10	611	
GRIK4	HPA074453	
GRIK4	74453	
TSC22D1		
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	54066	
MIA2	55459	
STOML3	HPA012892	
STOML3	HPA071011	
STOML3	12892	
STOML3	71011	
FLOT1		
OTUD5	HPA017375	
OTUD5	17375	
TSC22D1	HPA077414	
DCAF1	HPA036142	
DCAF1	HPA052445	
DCAF1	HPA053203	
DCAF1	36142	
DCAF1	52445	
DCAF1	53203	
EIF5	867	
EIF5	4226	
STOML3	HPA012892	
STOML3	HPA071011	
STOML3	71011	
DCAF1	HPA036142	
DCAF1	HPA052445	
DCAF1	HPA053203	
DCAF1	36142	
DCAF1	52445	
DCAF1	53203	
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
MIA2	54066	
MIA2	55459	
MIA2		
DCAF1	HPA036142	
DCAF1	HPA052445	
DCAF1	HPA053203	
DCAF1	36142	
DCAF1	53203	
EIF5	867	
EIF5	4226	
MIA2		
RBM15B	HPA036645	
RBM15B	HPA058136	
RBM15B	36645	
RBM15B	58136	
CTRC	HPA046920	
CTRC	46920	
EIF5	4226	
OTUD5	HPA017375	
OTUD5	17375	
FLOT1		
FLOT1		
FLOT1		
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
CTRC		
EIF5	CAB004226	
EIF5	HPA000867	
EIF5	867	
EIF5	4226	
OTUD5	17375	
FLOT1		
TNFRSF11A	CAB010391	
TNFRSF11A	HPA027728	
TNFRSF11A	HPA047976	
TNFRSF11A	10391	
TNFRSF11A	47976	
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
THRA	23349	
AQP7		
WDR88		
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
BLOC1S2	HPA048088	
BLOC1S2	HPA055010	
BLOC1S2	55010	
EIF5	4226	
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
DNAJC4	HPA011947	
DNAJC4	11947	
AQP7		
ZNRD1	HPA055074	
ZNRD1	HPA077979	
DNAJC4		
AQP7		
NME6	17909	
WDR88	HPA041916	
WDR88	HPA050336	
WDR88	41916	
NME6	HPA017909	
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
TNFRSF11A	CAB010391	
TNFRSF11A	HPA027728	
TNFRSF11A	HPA047976	
TNFRSF11A	10391	
TNFRSF11A	27728	
TNFRSF11A	47976	
BLOC1S2	HPA048088	
BLOC1S2	HPA055010	
BLOC1S2	48088	
BLOC1S2	55010	
C21orf58	HPA035110	
C21orf58	HPA035111	
AQP7		
NME6	HPA017909	
NME6	17909	
WDR88	HPA041916	
WDR88	HPA050336	
WDR88	41916	
WDR88	50336	
C21orf58	35110	
DNAJC4		
BLOC1S2	55010	
EIF5	4226	
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
NME6		
CYP1A1	CAB018654	
CYP1A1	18654	
AQP7		
THRA	23349	
DNAJC4	11947	
NME6		
TNFRSF11A	CAB010391	
TNFRSF11A	HPA027728	
TNFRSF11A	HPA047976	
TNFRSF11A	10391	
TNFRSF11A	47976	
HMBS		
CYP1A1	CAB018654	
CYP1A1	18654	
AQP7		
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
C21orf58	HPA035110	
C21orf58	HPA035111	
NME6	HPA017909	
EXOC3	HPA037880	
EXOC3	37880	
TNFRSF11A	CAB010391	
TNFRSF11A	HPA027728	
TNFRSF11A	HPA047976	
TNFRSF11A	10391	
TNFRSF11A	47976	
OSTC	HPA065174	
OSTC	65174	
ITGAE	CAB026461	
ITGAE	HPA036313	
ITGAE	26461	
ITGAE	36313	
TNFRSF11A	10391	
TNFRSF11A	47976	
ZNRD1	HPA055074	
ZNRD1	HPA077979	
NME6	HPA017909	
NME6	17909	
BLOC1S2	55010	
NME6	HPA017909	
NME6	17909	
BLOC1S2	HPA048088	
BLOC1S2	HPA055010	
BLOC1S2	55010	
OSTC	HPA065174	
OSTC	65174	
EIF5	CAB004226	
EIF5	HPA000867	
EIF5	867	
EIF5	4226	
C21orf58	HPA035110	
C21orf58	HPA035111	
C21orf58	35110	
C21orf58	35111	
OSTC	65174	
AQP7		
DNAJC4		
MIA2	HPA000387	
MIA2	HPA000922	
MIA2	HPA054066	
MIA2	HPA055459	
MIA2	387	
MIA2	922	
EXOC3		
NME6	17909	
AQP7		
EXOC3		
AQP7		
NME6		
C21orf58	HPA035110	
C21orf58	HPA035111	
EXOC3		
NME6	HPA017909	
THRA	23349	
ITGAE	26461	
NME6	17909	
DNAJC4		
NME6		
AQP7		
NME6		
ZNRD1	HPA055074	
ZNRD1	HPA077979	
CYP1A1	18654	
AQP7		
AQP7		
C21orf58	HPA035110	
C21orf58	HPA035111	
NUDT22	53464	
CYP1A1	CAB018654	
CYP1A1	18654	
OR6X1		
NME6		
LMBRD2	HPA012165	
LMBRD2	12165	
AQP7		
EXOC3	HPA037880	
EXOC3	37880	
CYP1A1	CAB018654	
CYP1A1	18654	
C21orf58		
NME6	HPA017909	
NME6	17909	
CYP1A1	CAB018654	
NUDT22		
NUDT22		
SLC44A4	HPA046977	
SLC44A4	HPA054176	
PLCD4	CAB009914	
PLCD4	HPA038139	
PLCD4	HPA038140	
PLCD4	9914	
PLCD4	38139	
PLCD4	38140	
CYP1A1	18654	
CYP1A1	CAB018654	
CYP1A1	18654	
SLC44A4		
DCAF8L1	HPA043787	
DCAF8L1	43787	
CYP1A1	18654	
SKIV2L	HPA051959	
SKIV2L	HPA054419	
ZNF589	HPA003145	
ZNF589	3145	
ZNF589		
NUDT22	HPA039334	
NUDT22	HPA053464	
NUDT22	39334	
NUDT22	53464	
ZNF589		
ZNF589	3145	
SLC44A4	HPA046977	
SLC44A4	HPA054176	
CTNND2		
BTNL2		
SLC44A4	HPA046977	
SLC44A4	HPA054176	
ZNF589	HPA003145	
BTNL2		
PRPF8	CAB009941	
PRPF8	CAB015457	
PRPF8	9941	
PRPF8	15457	
STX1A	CAB008372	
STX1A	HPA069176	
STX1A	8372	
STX1A	69176	
ZNF589		
BTNL2		
ZNF846		
STX1A	CAB008372	
STX1A	HPA069176	
STX1A	8372	
STX1A	69176	
PRPF8	CAB009941	
PRPF8	CAB015457	
PRPF8	9941	
PRPF8	15457	
NUDT22	HPA039334	
NUDT22	HPA053464	
NUDT22	39334	
NUDT22	53464	
BTNL2		
THRA	CAB023349	
THRA	HPA009654	
THRA	9654	
THRA	23349	
ZNF846	HPA034617	
ZNF846	HPA034618	
HNRNPM	CAB016113	
HNRNPM	HPA024344	
HNRNPM	16113	
HNRNPM	24344	
ZNF846	HPA034617	
ZNF846	HPA034618	
ZNF846		
NUDT22	39334	
NUDT22	53464	
THRA	CAB023349	
THRA	HPA009654	
THRA	23349	
CTNND2	15077	
